evid lon[deg] lat[deg] depth[km] mag[ML]
38238866 -115.535 32.782 10.35 2.4
38238874 -115.542 32.789 10.57 1.4
38238906 -115.536 32.782 10.29 1.5
38238922 -115.536 32.782 10.23 2.4
37237868 -115.537 32.783 10.36 1.8
38238938 -115.535 32.781 10.28 1.4
38238962 -115.534 32.781 10.30 2.5
38238970 -115.547 32.792 9.96 1.1
38239042 -115.544 32.787 9.72 1.6
38239058 -115.547 32.793 10.36 1.2
38239082 -115.543 32.789 10.26 1.4
38239170 -115.547 32.797 10.96 1.3
38239194 -115.531 32.779 10.46 1.6
38239202 -115.543 32.793 10.92 1.5
38239234 -115.535 32.782 10.27 1.8
38239250 -115.546 32.794 10.66 1.2
37430213 -115.546 32.794 10.59 1.1
38239282 -115.543 32.791 10.55 1.5
38239298 -115.542 32.790 10.63 1.6
38239306 -115.542 32.790 10.56 1.5
38239314 -115.543 32.790 10.50 1.2
38239330 -115.542 32.789 10.59 1.4
38239434 -115.529 32.777 10.55 1.3
38239442 -115.547 32.797 11.01 1.7
38239474 -115.547 32.792 10.05 1.7
38239570 -115.546 32.796 10.97 1.2
38239578 -115.548 32.789 9.45 2.3
38239586 -115.550 32.790 9.51 2.0
38239594 -115.547 32.788 9.45 2.7
38239602 -115.546 32.788 9.32 2.9
38239610 -115.543 32.785 9.38 1.4
38239634 -115.544 32.786 9.46 1.3
38239658 -115.541 32.787 10.35 1.4
38239666 -115.541 32.788 10.43 1.8
37430453 -115.540 32.786 10.28 1.8
38239674 -115.538 32.784 10.26 2.0
37237852 -115.538 32.786 10.64 1.8
38239682 -115.539 32.785 10.40 1.9
38239730 -115.538 32.784 10.33 1.6
37237556 -115.537 32.783 10.26 1.2
38239738 -115.537 32.783 10.27 2.7
38239746 -115.538 32.783 10.22 3.2
38239754 -115.536 32.782 10.26 2.6
37237780 -115.536 32.781 9.96 2.6
38239762 -115.541 32.789 10.67 1.5
37430221 -115.541 32.789 10.69 1.1
38239770 -115.542 32.790 10.64 1.6
38239778 -115.542 32.790 10.65 2.1
38239786 -115.542 32.789 10.51 2.7
38239794 -115.546 32.794 10.60 2.2
38239802 -115.540 32.789 10.85 2.1
38239810 -115.548 32.797 10.99 1.4
38239818 -115.548 32.798 11.01 1.2
38239826 -115.532 32.780 10.52 1.7
38239834 -115.533 32.780 10.41 1.6
38239842 -115.542 32.789 10.71 1.5
38239858 -115.537 32.783 10.27 2.0
38239866 -115.548 32.789 9.66 1.7
38239874 -115.543 32.789 10.52 1.4
38240242 -115.533 32.781 10.53 1.7
38240274 -115.534 32.788 10.71 1.5
38240282 -115.534 32.788 10.73 1.4
38240394 -115.548 32.794 10.35 1.8
38240482 -115.531 32.779 10.82 1.5
38240530 -115.548 32.795 10.51 1.3
38241746 -115.548 32.795 10.41 1.5
38241754 -115.548 32.795 10.45 1.4
38241778 -115.547 32.795 10.39 1.4
38241794 -115.548 32.794 10.33 1.2
38248122 -115.573 32.805 11.29 1.1
38252306 -115.609 32.749 12.75 1.3
38253098 -115.409 32.730 10.86 2.1
38253994 -115.574 32.806 11.28 1.7
37430981 -115.574 32.806 11.34 1.6
39201136 -115.537 32.696 3.86 1.3
39204208 -115.388 32.698 12.15 1.8
39227664 -115.572 32.803 11.20 1.4
39227672 -115.572 32.803 11.12 1.1
39230368 -115.571 32.805 11.44 1.3
39230376 -115.571 32.805 11.45 1.3
39008567 -115.484 32.740 10.11 2.2
39008695 -115.575 32.804 11.01 1.3
39010559 -115.413 32.709 11.49 1.3
39017399 -115.568 32.800 11.33 1.2
39017703 -115.568 32.800 11.28 1.2
39018727 -115.406 32.726 10.98 1.5
39018735 -115.406 32.726 10.96 2.0
39018743 -115.405 32.725 11.00 1.6
39018839 -115.405 32.726 10.87 2.5
39026671 -115.463 32.806 9.18 2.3
39028311 -115.469 32.809 8.75 1.5
39279112 -115.548 32.792 8.65 1.7
39279136 -115.547 32.791 8.69 1.8
39282648 -115.440 32.771 9.46 1.9
39292712 -115.449 32.784 8.94 1.3
39292720 -115.449 32.784 8.90 1.3
39069455 -115.568 32.802 11.69 0.9
39069479 -115.431 32.760 10.55 1.4
39074247 -115.500 32.736 8.42 1.5
39080015 -115.431 32.767 10.16 1.6
39088575 -115.448 32.790 9.00 1.9
39088631 -115.447 32.789 9.00 1.6
39088775 -115.444 32.786 9.28 2.0
39088783 -115.445 32.788 9.28 1.8
39088807 -115.444 32.785 9.29 2.4
39088887 -115.446 32.789 9.28 1.8
39088927 -115.445 32.787 9.35 2.6
37443685 -115.447 32.790 9.20 2.4
39088935 -115.446 32.788 9.54 3.1
39088959 -115.442 32.783 9.46 1.9
39089095 -115.452 32.788 8.60 2.0
39089127 -115.449 32.792 8.93 1.8
39089135 -115.449 32.791 8.93 1.6
39089143 -115.449 32.791 8.80 1.6
39089167 -115.449 32.791 8.96 1.9
39089175 -115.450 32.793 8.88 1.5
39089183 -115.450 32.792 8.92 1.5
39090111 -115.604 32.829 9.98 1.3
38393922 -115.436 32.774 9.53 1.6
39106007 -115.437 32.775 9.40 1.4
39110399 -115.570 32.802 11.47 1.3
37438989 -115.571 32.802 11.49 0.9
39110407 -115.571 32.802 11.50 1.6
39111895 -115.437 32.776 9.66 1.4
39117567 -115.442 32.773 9.48 2.6
37439469 -115.442 32.771 9.34 1.9
39117575 -115.442 32.774 9.34 1.9
39117591 -115.442 32.774 9.15 1.5
39117599 -115.442 32.774 9.15 1.7
39118831 -115.447 32.787 10.20 1.2
39118839 -115.447 32.787 10.20 1.7
39119167 -115.447 32.787 10.24 1.4
39119871 -115.422 32.750 9.45 1.1
39122303 -115.443 32.784 10.37 1.4
39122351 -115.466 32.815 6.98 2.6
39122359 -115.466 32.815 6.86 2.7
39122671 -115.468 32.819 6.93 1.5
39126007 -115.571 32.803 11.53 1.3
37440645 -115.571 32.803 11.57 1.5
39126015 -115.571 32.803 11.50 1.4
39126023 -115.571 32.804 11.45 1.6
39126031 -115.573 32.805 11.38 1.5
39400232 -115.431 32.777 10.87 1.8
38475586 -115.591 32.814 9.51 1.2
38477346 -115.424 32.749 10.82 1.6
38477354 -115.424 32.749 10.81 2.3
38477458 -115.425 32.750 10.86 3.6
38477890 -115.424 32.761 10.45 1.4
38478194 -115.423 32.760 10.48 1.5
38480482 -115.425 32.763 10.29 1.7
38481738 -115.423 32.760 10.41 2.2
38482282 -115.436 32.764 8.69 1.2
38486530 -115.407 32.728 11.04 1.8
39199631 -115.438 32.770 9.26 1.3
39207383 -115.449 32.799 9.44 1.6
39218255 -115.418 32.748 9.31 1.4
39223599 -115.577 32.806 10.96 1.2
39223663 -115.576 32.806 10.96 1.5
39478424 -115.412 32.714 12.70 1.4
39478520 -115.417 32.736 9.59 1.5
39478736 -115.457 32.791 8.52 1.5
39267239 -115.415 32.740 10.23 1.6
39291007 -115.450 32.787 8.65 1.5
38602458 -115.488 32.743 10.25 1.8
39332767 -115.416 32.739 10.52 1.5
39336143 -115.601 32.820 10.06 1.2
39340511 -115.621 32.762 10.66 1.3
39342527 -115.460 32.815 9.51 1.4
39344015 -115.527 32.776 10.65 1.1
39349015 -115.395 32.711 11.69 1.8
39361663 -115.470 32.816 9.37 1.4
39368159 -115.554 32.797 9.88 1.6
38680066 -115.537 32.698 5.66 1.5
38680090 -115.466 32.822 9.33 1.4
38688250 -115.475 32.822 9.42 1.7
38688274 -115.474 32.821 9.39 1.6
37455245 -115.474 32.821 9.37 1.1
38688290 -115.474 32.820 9.42 1.6
38688298 -115.474 32.821 9.37 1.6
38689186 -115.476 32.824 9.54 1.5
38695610 -115.599 32.826 9.56 1.1
38696562 -115.549 32.791 8.21 1.6
37455637 -115.550 32.791 8.07 1.5
38696594 -115.549 32.789 7.98 1.3
38696714 -115.547 32.789 8.28 1.2
38696722 -115.548 32.789 8.29 1.4
38696746 -115.547 32.789 8.35 1.5
38705330 -115.441 32.796 10.10 1.2
39652952 -115.432 32.769 10.05 1.4
39661392 -115.469 32.826 9.40 1.5
39441895 -115.617 32.759 10.54 1.4
39442583 -115.617 32.759 10.59 1.3
39442831 -115.618 32.758 10.45 1.2
39443423 -115.517 32.697 5.58 2.2
39446135 -115.569 32.801 11.53 1.3
37303996 -115.569 32.801 11.54 1.2
39446143 -115.569 32.801 11.52 1.2
39446151 -115.569 32.801 11.55 1.3
39447439 -115.588 32.823 10.16 1.5
39452887 -115.462 32.805 9.18 1.1
39470959 -115.483 32.823 6.47 1.7
39479751 -115.468 32.813 9.04 1.7
39479759 -115.467 32.812 9.04 1.7
39480239 -115.523 32.619 7.22 1.2
39728256 -115.597 32.835 10.84 1.4
39728264 -115.596 32.835 10.86 1.2
39507071 -115.447 32.783 9.00 2.6
39508639 -115.436 32.775 9.80 1.1
39510487 -115.447 32.782 9.30 1.7
39752200 -115.462 32.784 8.43 1.4
39753680 -115.448 32.783 9.52 1.7
39755656 -115.450 32.797 9.53 2.5
39756904 -115.451 32.798 9.07 1.5
39756928 -115.451 32.798 9.11 1.9
39757800 -115.451 32.797 9.16 1.5
39757856 -115.451 32.797 9.22 1.7
39757896 -115.452 32.800 9.07 1.2
37464197 -115.452 32.799 9.09 1.2
39758528 -115.450 32.795 9.03 1.5
39758672 -115.449 32.792 9.25 1.4
39759280 -115.452 32.799 9.25 1.8
39759672 -115.452 32.799 9.36 1.6
39759720 -115.448 32.791 8.64 1.3
39760072 -115.449 32.785 9.45 2.0
39760560 -115.449 32.796 9.54 2.3
39761136 -115.675 32.816 8.84 2.0
39764224 -115.379 32.690 12.11 1.6
37464901 -115.470 32.814 8.35 1.4
39532791 -115.470 32.813 8.38 1.9
39532799 -115.470 32.811 8.28 1.8
39532807 -115.470 32.812 8.34 1.9
39532815 -115.470 32.811 8.35 1.4
37464917 -115.470 32.811 8.40 1.4
37464925 -115.469 32.811 8.35 1.7
39532823 -115.471 32.813 8.26 1.8
39538743 -115.434 32.773 9.91 1.5
39539239 -115.414 32.751 10.81 1.7
39539343 -115.414 32.751 10.75 1.8
39540559 -115.413 32.750 10.87 1.3
37465789 -115.429 32.771 10.36 1.4
39551807 -115.451 32.733 9.39 1.4
39552239 -115.465 32.731 9.89 1.3
39794360 -115.450 32.801 7.34 1.6
39794368 -115.451 32.801 7.40 2.0
37466469 -115.450 32.801 7.42 1.2
39794384 -115.450 32.801 7.41 1.8
39795000 -115.454 32.803 7.72 1.6
39799936 -115.462 32.812 8.67 1.7
39799944 -115.462 32.812 8.60 1.6
39799952 -115.463 32.812 8.92 1.5
37466909 -115.461 32.811 8.65 1.0
39799968 -115.463 32.811 8.96 2.0
39800544 -115.463 32.812 8.85 3.0
39800560 -115.461 32.809 8.84 1.7
39800568 -115.460 32.808 8.85 1.4
39802096 -115.460 32.808 8.89 1.9
39802104 -115.460 32.808 9.11 1.3
39577263 -115.445 32.778 9.36 1.3
39593287 -115.489 32.744 10.09 1.2
39593311 -115.489 32.744 10.08 1.5
39595135 -115.429 32.764 10.59 1.4
39842584 -115.436 32.776 9.57 1.5
37472045 -115.437 32.776 9.70 1.3
39842696 -115.436 32.776 9.84 1.4
39842784 -115.439 32.779 9.44 2.4
39842792 -115.436 32.776 9.64 2.9
39842832 -115.435 32.774 9.77 1.4
39842840 -115.437 32.778 9.18 2.2
39842872 -115.434 32.774 9.77 3.2
39842880 -115.435 32.774 9.50 2.3
39842888 -115.435 32.774 9.71 2.2
39842896 -115.437 32.777 9.92 3.7
39842904 -115.434 32.773 9.51 2.6
37471597 -115.433 32.772 9.52 1.8
39842912 -115.433 32.772 9.52 1.8
39842928 -115.443 32.785 9.40 2.1
39843088 -115.455 32.798 9.07 1.5
39843128 -115.439 32.778 9.94 1.6
39843208 -115.434 32.769 8.94 1.7
39843216 -115.433 32.768 8.82 2.2
37471605 -115.434 32.769 8.70 2.3
39843224 -115.434 32.768 8.91 1.9
39843232 -115.445 32.784 10.36 1.9
39844176 -115.431 32.768 10.10 1.8
37471741 -115.432 32.768 10.26 1.6
39844232 -115.431 32.769 9.81 2.8
39844264 -115.431 32.769 9.86 2.9
39844272 -115.433 32.772 9.47 2.8
39844296 -115.450 32.791 9.12 1.8
39844312 -115.450 32.791 9.09 1.5
39845832 -115.436 32.768 8.31 3.4
39650735 -115.698 32.823 10.90 2.4
39658927 -115.575 32.807 11.21 1.4
39899672 -115.449 32.789 9.84 1.5
39902752 -115.475 32.834 8.27 1.5
39902760 -115.476 32.834 8.23 1.3
39902768 -115.475 32.833 8.25 1.2
39909200 -115.570 32.802 11.56 1.8
39909216 -115.570 32.802 11.59 1.6
39909224 -115.570 32.803 11.63 1.5
39909232 -115.569 32.802 11.60 1.4
37326068 -115.568 32.807 12.26 1.1
39912512 -115.399 32.725 10.30 1.6
37328484 -115.499 32.750 10.07 2.6
39707223 -115.445 32.724 8.52 1.6
39713231 -115.445 32.725 8.40 1.2
39730367 -115.389 32.720 10.86 1.8
39974512 -115.472 32.836 8.19 1.4
39974632 -115.473 32.838 8.12 1.9
39974648 -115.467 32.826 8.46 2.2
39974768 -115.466 32.824 8.51 2.2
39974776 -115.466 32.824 8.60 1.9
39974848 -115.472 32.837 8.31 1.6
39974864 -115.472 32.837 8.34 1.6
39974872 -115.472 32.838 8.34 1.7
39974920 -115.474 32.840 8.12 1.5
39974968 -115.467 32.825 8.60 2.1
39975008 -115.466 32.824 8.90 2.1
39975064 -115.466 32.821 8.66 1.9
39975096 -115.473 32.840 8.24 1.4
39975104 -115.473 32.838 8.15 1.6
37338692 -115.473 32.839 8.25 1.9
39975640 -115.466 32.822 8.57 1.8
39742063 -115.468 32.828 8.65 2.2
39742071 -115.468 32.828 8.68 1.9
39742079 -115.467 32.825 8.83 2.9
39742095 -115.466 32.823 8.91 2.2
39742143 -115.467 32.824 9.14 1.6
39742575 -115.468 32.828 8.74 1.7
39742631 -115.467 32.825 9.27 1.5
39748159 -115.437 32.768 9.54 1.7
39749039 -115.457 32.802 9.23 1.7
39749135 -115.456 32.801 9.18 2.9
39749143 -115.456 32.800 8.75 2.4
39749151 -115.455 32.800 9.02 3.0
37478453 -115.455 32.799 8.61 1.1
39749159 -115.459 32.804 9.03 1.3
37478437 -115.459 32.804 8.97 1.3
39749191 -115.459 32.805 8.90 1.9
39749199 -115.458 32.803 8.58 2.9
39749223 -115.460 32.806 8.96 2.1
39749247 -115.460 32.806 9.16 1.6
39749255 -115.457 32.802 8.62 1.3
39749431 -115.453 32.795 9.03 1.2
39749479 -115.453 32.795 9.05 1.1
37478421 -115.453 32.795 9.01 1.2
39749487 -115.453 32.795 9.07 1.4
39749583 -115.452 32.794 9.06 1.3
39749599 -115.453 32.794 9.01 1.4
39750031 -115.452 32.794 9.07 2.3
39750063 -115.451 32.793 9.16 2.0
39750095 -115.452 32.794 9.02 1.6
39755735 -115.446 32.786 9.92 1.1
39764487 -115.472 32.736 9.65 1.3
39773447 -115.456 32.709 9.25 1.3
40030960 -115.425 32.755 9.74 1.3
40030976 -115.425 32.755 9.78 2.0
40033856 -115.436 32.767 10.19 1.4
39805167 -115.530 32.778 10.49 1.7
39817415 -115.424 32.752 10.19 1.7
39817431 -115.424 32.752 10.21 2.2
39817447 -115.424 32.751 10.33 2.2
39817455 -115.425 32.753 10.23 1.7
40061624 -115.455 32.846 4.08 1.1
37481957 -115.455 32.846 4.08 1.2
40061632 -115.455 32.846 4.08 1.1
40064592 -115.466 32.811 9.06 2.0
40064624 -115.466 32.810 9.09 1.0
40066816 -115.442 32.718 10.37 1.4
40066824 -115.442 32.718 10.39 1.5
39840175 -115.469 32.826 4.97 1.3
39841167 -115.526 32.622 7.18 2.2
39850727 -115.435 32.766 9.62 1.9
39864327 -115.409 32.731 10.99 1.5
39864335 -115.409 32.731 10.99 1.6
39865343 -115.419 32.744 10.01 1.1
39871263 -115.419 32.743 10.18 1.4
39871271 -115.419 32.743 10.16 2.3
39871279 -115.418 32.743 10.16 2.1
39882367 -115.505 32.673 7.39 1.8
39883391 -115.508 32.759 9.78 1.5
37486805 -115.507 32.759 9.77 1.6
39883399 -115.508 32.758 9.67 1.8
39883407 -115.508 32.759 9.81 2.6
39883415 -115.508 32.759 9.98 2.2
39883423 -115.509 32.760 9.76 1.9
39883439 -115.509 32.760 9.98 1.6
39883535 -115.510 32.760 9.63 1.6
39900383 -115.470 32.821 8.11 1.9
37376772 -115.418 32.715 3.57 1.0
39901695 -115.418 32.715 3.54 1.5
39901703 -115.419 32.748 9.88 1.6
39902911 -115.430 32.758 10.55 1.8
39904127 -115.559 32.807 10.90 2.0
39906167 -115.555 32.803 10.81 1.6
39906567 -115.548 32.797 10.81 1.6
39912487 -115.437 32.769 9.26 2.9
39914567 -115.384 32.692 11.92 1.9
39917887 -115.440 32.770 9.92 1.7
40178896 -115.598 32.836 10.89 1.3
40178912 -115.598 32.836 10.89 1.2
40178920 -115.598 32.836 10.88 1.2
40183776 -115.411 32.747 11.35 1.5
40196224 -115.399 32.718 11.37 1.9
40200016 -115.527 32.699 5.66 1.6
40200024 -115.527 32.699 5.67 1.9
40201952 -115.595 32.820 9.54 1.4
40202008 -115.597 32.826 9.76 1.3
37489893 -115.597 32.825 9.60 1.4
37489901 -115.596 32.825 9.67 1.3
40202080 -115.597 32.823 9.44 1.0
40202432 -115.588 32.818 9.77 1.8
40205824 -115.529 32.703 4.30 1.3
39969103 -115.527 32.698 5.73 2.7
39969135 -115.527 32.699 5.73 2.5
39971687 -115.593 32.824 9.81 1.8
39982487 -115.441 32.793 9.64 1.7
39982767 -115.441 32.794 9.61 1.6
